architecture,activation,learning_rate,dropout,batch_size,weight_decay,neurons_1,neurons_2,val_rmse,val_r2,neurons_3,neurons_4
three_layer,tanh,0.0001,0.3,32,1e-05,128,64,0.7689359188079834,0.604667067527771,32.0,
four_layer,relu,0.001,0.1,32,1e-05,64,64,0.7690406441688538,0.6045594215393066,32.0,16.0
three_layer,relu,0.001,0.3,64,1e-05,64,64,0.7690608501434326,0.6045386791229248,32.0,
three_layer,relu,0.0005,0.1,64,0.001,128,64,0.7690911889076233,0.6045074462890625,16.0,
two_layer,relu,0.0001,0.1,64,0.0001,64,64,0.7690950632095337,0.6045035123825073,,
three_layer,relu,0.0001,0.3,64,0.001,128,64,0.7690996527671814,0.6044987440109253,16.0,
three_layer,relu,0.0001,0.1,32,0.001,128,32,0.7691391706466675,0.6044580936431885,32.0,
three_layer,relu,0.001,0.3,32,1e-05,128,64,0.76917964220047,0.6044164896011353,32.0,
three_layer,tanh,0.001,0.3,32,0.0001,64,32,0.7692034840583801,0.6043919920921326,32.0,
four_layer,tanh,0.001,0.1,64,1e-05,64,32,0.7692121267318726,0.604383111000061,16.0,16.0
three_layer,tanh,0.001,0.3,32,1e-05,64,64,0.7692733407020569,0.6043200492858887,32.0,
three_layer,tanh,0.0005,0.1,32,0.0001,64,64,0.7693729400634766,0.6042175889015198,32.0,
two_layer,tanh,0.0005,0.3,32,0.001,64,64,0.769406259059906,0.6041833162307739,,
three_layer,tanh,0.001,0.3,32,0.001,64,64,0.769451916217804,0.6041364073753357,32.0,
three_layer,tanh,0.0005,0.1,32,0.001,64,32,0.7694815397262573,0.6041058301925659,16.0,
two_layer,tanh,0.0005,0.1,32,1e-05,128,64,0.7695386409759521,0.6040471196174622,,
three_layer,tanh,0.001,0.3,64,0.0001,64,32,0.7695730924606323,0.6040116548538208,32.0,
three_layer,tanh,0.0001,0.3,32,0.0001,64,64,0.7696024179458618,0.6039814949035645,32.0,
two_layer,relu,0.0005,0.1,32,0.0001,128,32,0.7696584463119507,0.6039238572120667,,
three_layer,tanh,0.0001,0.1,32,0.001,128,64,0.7696886658668518,0.6038927435874939,32.0,
two_layer,tanh,0.001,0.1,64,1e-05,128,32,0.7697141170501709,0.6038665175437927,,
two_layer,tanh,0.0001,0.3,32,0.001,128,32,0.7698811292648315,0.6036946177482605,,
three_layer,relu,0.001,0.1,32,0.0001,64,32,0.7699165344238281,0.6036581993103027,16.0,
three_layer,tanh,0.001,0.1,64,1e-05,128,64,0.7699308395385742,0.6036434173583984,32.0,
four_layer,relu,0.0005,0.1,64,0.0001,64,32,0.7700252532958984,0.6035462021827698,16.0,16.0
two_layer,tanh,0.001,0.3,32,0.0001,128,64,0.7700633406639099,0.6035069823265076,,
two_layer,relu,0.0001,0.1,32,1e-05,64,64,0.7701440453529358,0.6034239530563354,,
three_layer,tanh,0.0001,0.1,32,1e-05,128,32,0.7701525092124939,0.6034151315689087,16.0,
four_layer,relu,0.001,0.1,64,1e-05,64,64,0.7702074646949768,0.6033585667610168,32.0,16.0
four_layer,tanh,0.0005,0.1,64,0.0001,64,64,0.770226001739502,0.603339433670044,32.0,16.0
four_layer,tanh,0.0005,0.3,64,0.0001,128,64,0.7704647183418274,0.6030935645103455,32.0,16.0
two_layer,tanh,0.0005,0.3,64,1e-05,128,64,0.7705227136611938,0.6030337810516357,,
four_layer,relu,0.001,0.1,32,0.0001,128,64,0.7706767320632935,0.6028751134872437,32.0,16.0
four_layer,tanh,0.0001,0.1,64,0.0001,64,64,0.7706892490386963,0.6028622388839722,32.0,16.0
three_layer,tanh,0.0001,0.3,64,1e-05,128,32,0.7707157135009766,0.602834939956665,16.0,
two_layer,relu,0.001,0.3,32,0.0001,128,32,0.7708262801170349,0.6027209162712097,,
three_layer,relu,0.001,0.3,64,0.001,128,32,0.7708407044410706,0.6027060747146606,32.0,
four_layer,tanh,0.001,0.1,32,0.0001,64,64,0.7708435654640198,0.6027030944824219,32.0,16.0
two_layer,relu,0.001,0.1,64,0.0001,64,32,0.7708538174629211,0.6026926040649414,,
three_layer,relu,0.001,0.3,32,1e-05,128,64,0.7708866000175476,0.602658748626709,16.0,
four_layer,relu,0.0005,0.3,32,0.0001,128,32,0.7709222435951233,0.6026220321655273,32.0,16.0
two_layer,relu,0.0001,0.3,32,0.0001,128,32,0.7709334492683411,0.6026104688644409,,
two_layer,tanh,0.001,0.1,64,1e-05,64,64,0.7709861397743225,0.6025561094284058,,
four_layer,relu,0.001,0.1,32,0.001,64,32,0.7710027098655701,0.6025390625,32.0,16.0
four_layer,relu,0.001,0.1,64,0.0001,128,32,0.7710129618644714,0.6025285124778748,32.0,16.0
two_layer,relu,0.0005,0.3,64,0.0001,128,32,0.7710188031196594,0.6025224924087524,,
three_layer,relu,0.0001,0.3,32,1e-05,128,64,0.7710413932800293,0.60249924659729,32.0,
three_layer,tanh,0.0005,0.1,32,0.001,128,32,0.7710808515548706,0.6024584770202637,16.0,
three_layer,relu,0.0001,0.3,64,1e-05,128,64,0.7712038159370422,0.6023316979408264,16.0,
three_layer,tanh,0.0005,0.3,32,0.001,128,64,0.7712453603744507,0.6022889018058777,32.0,
four_layer,relu,0.001,0.3,64,1e-05,128,32,0.7712596654891968,0.6022740602493286,16.0,16.0
three_layer,relu,0.001,0.1,32,0.001,64,64,0.7713326215744019,0.6021988391876221,16.0,
two_layer,tanh,0.0001,0.3,32,0.0001,64,64,0.7714354395866394,0.6020928025245667,,
three_layer,tanh,0.0005,0.1,32,0.0001,128,64,0.7715582251548767,0.6019660830497742,16.0,
four_layer,tanh,0.001,0.3,32,1e-05,128,64,0.771702766418457,0.6018169522285461,32.0,16.0
three_layer,tanh,0.0005,0.3,64,0.0001,64,32,0.7717997431755066,0.6017168760299683,32.0,
four_layer,relu,0.0005,0.1,32,1e-05,64,64,0.7718344926834106,0.6016809940338135,32.0,16.0
four_layer,tanh,0.0001,0.1,64,0.0001,64,32,0.7719125747680664,0.6016004681587219,32.0,16.0
two_layer,tanh,0.001,0.1,64,1e-05,64,32,0.7720205783843994,0.6014889478683472,,
four_layer,tanh,0.0001,0.1,32,0.001,128,32,0.7720339298248291,0.6014751195907593,32.0,16.0
three_layer,tanh,0.0001,0.3,32,1e-05,128,32,0.772045373916626,0.6014633178710938,16.0,
four_layer,relu,0.001,0.3,64,0.0001,128,64,0.772066056728363,0.6014419794082642,16.0,16.0
two_layer,relu,0.0005,0.1,64,0.0001,128,32,0.7721338272094727,0.6013720035552979,,
four_layer,tanh,0.0005,0.3,32,1e-05,64,64,0.7721495032310486,0.601355791091919,32.0,16.0
two_layer,tanh,0.0005,0.1,64,0.001,64,64,0.7721741199493408,0.6013303995132446,,
two_layer,relu,0.0001,0.3,32,0.001,64,32,0.7722312808036804,0.601271390914917,,
three_layer,relu,0.0005,0.3,64,1e-05,64,32,0.7722343802452087,0.6012681722640991,16.0,
three_layer,tanh,0.0001,0.3,32,0.001,128,64,0.7722423672676086,0.6012599468231201,16.0,
four_layer,relu,0.0005,0.1,32,1e-05,64,32,0.7722505927085876,0.601251482963562,32.0,16.0
four_layer,tanh,0.0005,0.1,64,0.001,128,64,0.7723125219345093,0.6011874675750732,16.0,16.0
three_layer,relu,0.001,0.1,64,0.0001,128,64,0.772336483001709,0.6011627912521362,32.0,
three_layer,tanh,0.0005,0.1,64,0.0001,128,32,0.7723494172096252,0.6011494398117065,32.0,
four_layer,tanh,0.001,0.1,32,0.0001,128,64,0.7725514769554138,0.6009406447410583,32.0,16.0
two_layer,tanh,0.0005,0.1,64,1e-05,64,32,0.7725539207458496,0.600938081741333,,
three_layer,relu,0.001,0.3,32,0.0001,64,64,0.7725943922996521,0.6008962988853455,32.0,
four_layer,relu,0.0005,0.1,32,0.0001,128,64,0.7726790308952332,0.6008089184761047,16.0,16.0
three_layer,tanh,0.0005,0.3,64,1e-05,128,64,0.7728337645530701,0.6006489992141724,16.0,
two_layer,relu,0.001,0.3,64,0.0001,128,64,0.7728452086448669,0.6006370782852173,,
two_layer,tanh,0.0001,0.1,64,1e-05,64,32,0.7728525996208191,0.6006295084953308,,
four_layer,relu,0.0005,0.1,32,1e-05,64,32,0.7728574275970459,0.6006244421005249,16.0,16.0
three_layer,relu,0.0005,0.3,32,0.0001,128,64,0.7729287147521973,0.6005508899688721,32.0,
three_layer,relu,0.001,0.1,64,0.001,64,64,0.7730144262313843,0.6004622578620911,32.0,
three_layer,tanh,0.001,0.1,64,1e-05,128,32,0.7730250954627991,0.6004512310028076,32.0,
four_layer,tanh,0.001,0.1,64,1e-05,128,32,0.7730302810668945,0.6004458665847778,32.0,16.0
three_layer,relu,0.0001,0.1,32,0.001,64,32,0.7730346918106079,0.6004412770271301,16.0,
two_layer,tanh,0.001,0.3,32,1e-05,64,32,0.7730489373207092,0.6004265546798706,,
four_layer,relu,0.001,0.1,32,1e-05,128,64,0.7731140851974487,0.6003592014312744,16.0,16.0
three_layer,tanh,0.0001,0.3,64,0.001,64,32,0.7731332182884216,0.600339412689209,16.0,
three_layer,tanh,0.0001,0.1,32,0.001,64,64,0.7731356620788574,0.6003369092941284,32.0,
three_layer,tanh,0.0005,0.1,64,0.0001,128,64,0.7731833457946777,0.6002876162528992,32.0,
four_layer,relu,0.001,0.3,32,0.0001,128,64,0.7731916308403015,0.6002790927886963,16.0,16.0
four_layer,relu,0.001,0.1,32,0.0001,128,32,0.7732296586036682,0.6002397537231445,32.0,16.0
three_layer,relu,0.001,0.1,64,0.001,128,32,0.7733529806137085,0.6001121997833252,32.0,
two_layer,tanh,0.0001,0.1,64,1e-05,128,32,0.773423969745636,0.6000387668609619,,
two_layer,tanh,0.001,0.3,64,1e-05,128,64,0.7735284566879272,0.5999306440353394,,
four_layer,relu,0.001,0.3,32,0.0001,64,64,0.7736178636550903,0.599838137626648,32.0,16.0
two_layer,tanh,0.001,0.3,64,1e-05,128,32,0.7736324667930603,0.5998231172561646,,
two_layer,tanh,0.0005,0.1,32,0.001,128,64,0.773663341999054,0.5997911691665649,,
two_layer,tanh,0.0005,0.3,64,1e-05,64,32,0.7738103270530701,0.5996390581130981,,
four_layer,tanh,0.001,0.3,32,0.0001,128,32,0.7738421559333801,0.5996061563491821,32.0,16.0
three_layer,relu,0.001,0.3,64,0.001,64,64,0.7740306258201599,0.599411129951477,32.0,
four_layer,tanh,0.0001,0.1,64,0.0001,128,32,0.774072527885437,0.5993677377700806,32.0,16.0
three_layer,tanh,0.001,0.1,32,0.001,64,64,0.7741827368736267,0.5992536544799805,32.0,
four_layer,relu,0.001,0.1,32,0.001,128,32,0.7742008566856384,0.5992348194122314,32.0,16.0
four_layer,tanh,0.0005,0.1,64,1e-05,64,64,0.7742932438850403,0.5991392135620117,16.0,16.0
two_layer,tanh,0.0005,0.1,64,0.0001,64,64,0.7743213772773743,0.5991100668907166,,
three_layer,tanh,0.0005,0.1,64,0.001,64,32,0.7743447422981262,0.5990859270095825,32.0,
three_layer,tanh,0.0001,0.1,32,0.001,64,32,0.7743887901306152,0.5990402698516846,32.0,
three_layer,tanh,0.0001,0.3,64,1e-05,64,64,0.774543821811676,0.5988796949386597,16.0,
four_layer,tanh,0.0005,0.3,32,0.001,64,64,0.7746288776397705,0.5987915992736816,16.0,16.0
three_layer,relu,0.0001,0.1,32,1e-05,128,32,0.7746512293815613,0.5987684726715088,32.0,
three_layer,relu,0.0005,0.3,64,1e-05,128,32,0.7748068571090698,0.5986072421073914,32.0,
three_layer,relu,0.001,0.3,64,1e-05,128,32,0.7748278379440308,0.5985854864120483,16.0,
three_layer,tanh,0.0005,0.3,32,1e-05,128,64,0.7748286724090576,0.5985846519470215,32.0,
four_layer,tanh,0.0005,0.3,32,1e-05,128,64,0.7748423218727112,0.5985704660415649,16.0,16.0
three_layer,tanh,0.0001,0.1,32,0.0001,128,32,0.7749475836753845,0.598461389541626,16.0,
three_layer,tanh,0.0005,0.3,32,0.0001,64,64,0.7750077247619629,0.5983991026878357,16.0,
three_layer,tanh,0.0001,0.1,32,1e-05,64,64,0.7750554084777832,0.5983496904373169,32.0,
two_layer,tanh,0.001,0.1,64,0.0001,128,64,0.7750878930091858,0.598315954208374,,
four_layer,tanh,0.001,0.3,64,0.0001,64,64,0.7751665711402893,0.5982344150543213,32.0,16.0
three_layer,tanh,0.0005,0.1,32,0.001,64,64,0.7751688957214355,0.5982320308685303,16.0,
two_layer,tanh,0.0001,0.3,32,1e-05,128,32,0.7752137780189514,0.5981855392456055,,
two_layer,relu,0.0001,0.3,64,0.001,128,32,0.7752507328987122,0.5981472730636597,,
four_layer,relu,0.0005,0.1,64,0.0001,128,32,0.7752652168273926,0.5981321930885315,16.0,16.0
three_layer,tanh,0.001,0.1,64,1e-05,64,64,0.7753405570983887,0.598054051399231,16.0,
three_layer,relu,0.001,0.3,32,0.0001,128,32,0.7754088640213013,0.5979832410812378,16.0,
four_layer,tanh,0.0001,0.1,32,0.0001,64,64,0.7754507064819336,0.5979398488998413,16.0,16.0
three_layer,tanh,0.001,0.3,64,1e-05,64,64,0.7754524946212769,0.5979379415512085,32.0,
three_layer,tanh,0.0001,0.3,32,0.0001,128,64,0.7754581570625305,0.5979321002960205,32.0,
four_layer,tanh,0.0001,0.1,64,0.001,128,32,0.7755436897277832,0.5978434085845947,16.0,16.0
three_layer,tanh,0.001,0.3,64,1e-05,64,32,0.7756164073944092,0.5977680683135986,32.0,
two_layer,relu,0.0005,0.1,32,0.001,128,32,0.7756327986717224,0.5977510213851929,,
four_layer,tanh,0.001,0.1,32,1e-05,64,32,0.7756385803222656,0.5977450013160706,16.0,16.0
two_layer,tanh,0.001,0.1,64,1e-05,128,64,0.7756525278091431,0.5977305173873901,,
three_layer,tanh,0.001,0.1,32,0.0001,128,32,0.7757930755615234,0.5975847244262695,16.0,
three_layer,relu,0.0001,0.3,32,0.001,128,64,0.7758986949920654,0.5974751710891724,16.0,
four_layer,tanh,0.001,0.1,32,1e-05,128,64,0.7759875059127808,0.5973830223083496,16.0,16.0
four_layer,relu,0.001,0.1,32,1e-05,64,32,0.7760148048400879,0.5973547101020813,32.0,16.0
three_layer,relu,0.0005,0.3,64,0.001,64,32,0.7760291695594788,0.5973397493362427,16.0,
four_layer,tanh,0.001,0.3,64,0.0001,128,64,0.776062548160553,0.5973051190376282,16.0,16.0
three_layer,relu,0.0005,0.1,64,0.0001,128,32,0.7760785818099976,0.5972884893417358,32.0,
four_layer,tanh,0.0005,0.1,32,0.001,64,32,0.7761211395263672,0.5972442626953125,16.0,16.0
four_layer,tanh,0.001,0.1,64,1e-05,64,64,0.7761601209640503,0.5972038507461548,32.0,16.0
three_layer,relu,0.0005,0.3,64,0.001,64,64,0.7762346863746643,0.5971264839172363,16.0,
three_layer,tanh,0.001,0.3,32,0.001,64,64,0.7762436270713806,0.5971171855926514,16.0,
four_layer,tanh,0.0005,0.3,64,0.0001,128,64,0.7763499617576599,0.5970067977905273,16.0,16.0
three_layer,tanh,0.0005,0.3,64,0.001,128,32,0.7764503955841064,0.59690260887146,32.0,
two_layer,tanh,0.0001,0.3,32,1e-05,128,64,0.7765239477157593,0.5968261957168579,,
four_layer,tanh,0.0005,0.1,32,1e-05,64,32,0.7766340970993042,0.5967117547988892,16.0,16.0
four_layer,tanh,0.001,0.1,32,0.001,128,32,0.7766355276107788,0.5967102646827698,16.0,16.0
four_layer,relu,0.0005,0.1,64,1e-05,64,32,0.7766408920288086,0.5967047214508057,16.0,16.0
two_layer,tanh,0.0005,0.1,64,0.001,128,64,0.7766923904418945,0.5966511964797974,,
two_layer,tanh,0.0005,0.3,64,0.0001,64,32,0.7767056822776794,0.5966374278068542,,
three_layer,tanh,0.001,0.1,32,0.001,64,64,0.7767266631126404,0.5966156721115112,16.0,
three_layer,tanh,0.001,0.1,64,1e-05,64,32,0.7767403721809387,0.5966013669967651,32.0,
two_layer,tanh,0.001,0.1,32,0.001,128,32,0.776764452457428,0.596576452255249,,
four_layer,tanh,0.001,0.3,32,0.0001,64,64,0.7768129110336304,0.596526026725769,32.0,16.0
two_layer,tanh,0.0001,0.3,32,1e-05,64,64,0.7768956422805786,0.5964400768280029,,
four_layer,relu,0.001,0.3,32,0.0001,128,32,0.7769528031349182,0.5963807106018066,32.0,16.0
four_layer,tanh,0.0005,0.1,64,1e-05,64,32,0.7770557999610901,0.59627366065979,32.0,16.0
three_layer,tanh,0.0001,0.1,32,0.001,128,32,0.7770780324935913,0.596250593662262,32.0,
two_layer,relu,0.0005,0.3,64,1e-05,64,64,0.7771378755569458,0.5961884260177612,,
three_layer,relu,0.0001,0.1,32,0.001,64,64,0.7771487832069397,0.5961771011352539,16.0,
three_layer,tanh,0.0005,0.3,64,0.0001,64,64,0.7771545648574829,0.5961710214614868,32.0,
three_layer,tanh,0.0005,0.1,64,1e-05,128,64,0.7771673202514648,0.5961577892303467,16.0,
three_layer,tanh,0.0005,0.3,64,1e-05,64,32,0.7772151827812195,0.596108078956604,32.0,
two_layer,tanh,0.0001,0.3,32,1e-05,64,32,0.7772167325019836,0.5961064100265503,,
three_layer,tanh,0.001,0.3,32,1e-05,128,64,0.7772237658500671,0.5960991382598877,16.0,
three_layer,relu,0.0005,0.1,64,0.0001,128,64,0.7772475481033325,0.5960744619369507,32.0,
two_layer,tanh,0.001,0.3,64,0.001,128,64,0.7772578597068787,0.5960637331008911,,
four_layer,relu,0.001,0.1,32,0.001,64,64,0.7773387432098389,0.5959795713424683,32.0,16.0
two_layer,tanh,0.0005,0.1,32,1e-05,64,64,0.7774854898452759,0.595827043056488,,
four_layer,relu,0.001,0.3,64,1e-05,64,64,0.7775102853775024,0.5958013534545898,16.0,16.0
two_layer,tanh,0.001,0.3,64,0.0001,128,64,0.7775683999061584,0.5957409143447876,,
four_layer,tanh,0.0005,0.1,64,0.001,128,32,0.7775777578353882,0.5957311987876892,32.0,16.0
four_layer,relu,0.0005,0.1,32,0.001,128,64,0.7776512503623962,0.5956547260284424,16.0,16.0
three_layer,relu,0.0001,0.1,32,0.0001,128,64,0.777715802192688,0.5955876111984253,32.0,
two_layer,relu,0.001,0.3,64,1e-05,64,32,0.7777356505393982,0.595566987991333,,
four_layer,tanh,0.001,0.1,32,0.0001,64,32,0.777747631072998,0.5955544710159302,16.0,16.0
three_layer,tanh,0.001,0.3,64,0.0001,128,32,0.7777771949768066,0.5955237150192261,32.0,
three_layer,relu,0.0001,0.1,32,1e-05,128,64,0.7778217792510986,0.5954773426055908,32.0,
four_layer,tanh,0.001,0.1,32,0.001,64,32,0.7778681516647339,0.5954291224479675,16.0,16.0
two_layer,tanh,0.0001,0.3,32,0.001,128,64,0.7779197096824646,0.5953755378723145,,
four_layer,tanh,0.001,0.3,32,0.001,64,64,0.7781655788421631,0.5951197147369385,32.0,16.0
four_layer,relu,0.0001,0.1,32,0.0001,64,32,0.7781689167022705,0.5951161980628967,32.0,16.0
four_layer,tanh,0.0005,0.1,32,1e-05,128,64,0.7782032489776611,0.5950804948806763,16.0,16.0
four_layer,relu,0.0005,0.3,64,0.001,128,64,0.7782512307167053,0.5950305461883545,32.0,16.0
four_layer,relu,0.0005,0.1,64,1e-05,128,64,0.778256893157959,0.5950247049331665,16.0,16.0
four_layer,relu,0.001,0.3,64,1e-05,128,32,0.7782962322235107,0.594983696937561,32.0,16.0
three_layer,relu,0.0005,0.3,64,0.001,64,32,0.7784714102745056,0.5948013663291931,32.0,
three_layer,tanh,0.001,0.3,64,0.001,128,32,0.7784749269485474,0.5947977304458618,32.0,
three_layer,tanh,0.0005,0.1,64,1e-05,128,32,0.7784947156906128,0.5947771072387695,16.0,
three_layer,relu,0.0001,0.1,32,0.001,64,32,0.7784979343414307,0.5947737693786621,32.0,
four_layer,relu,0.001,0.3,64,0.001,128,64,0.7785322666168213,0.5947380065917969,32.0,16.0
four_layer,tanh,0.0005,0.3,64,1e-05,64,32,0.7786033153533936,0.5946640968322754,16.0,16.0
three_layer,tanh,0.001,0.1,64,1e-05,64,64,0.7786116600036621,0.5946552753448486,32.0,
two_layer,tanh,0.001,0.1,64,0.001,128,64,0.7786774635314941,0.5945868492126465,,
three_layer,relu,0.0001,0.3,32,0.0001,128,64,0.7786970734596252,0.5945664644241333,16.0,
four_layer,tanh,0.001,0.1,32,1e-05,64,64,0.7787139415740967,0.5945488810539246,16.0,16.0
three_layer,tanh,0.001,0.1,32,0.0001,128,64,0.7787604331970215,0.5945004224777222,16.0,
four_layer,tanh,0.001,0.3,32,0.001,128,32,0.778770387172699,0.5944900512695312,32.0,16.0
three_layer,tanh,0.0001,0.3,64,1e-05,128,64,0.7788258790969849,0.5944323539733887,16.0,
two_layer,tanh,0.001,0.3,64,0.001,64,64,0.7788411378860474,0.5944163799285889,,
four_layer,relu,0.001,0.3,32,0.001,64,64,0.7789605259895325,0.5942920446395874,16.0,16.0
three_layer,tanh,0.0001,0.3,64,0.0001,128,64,0.7790586352348328,0.5941898226737976,16.0,
three_layer,relu,0.0005,0.1,32,0.0001,64,32,0.7790648937225342,0.5941833257675171,16.0,
four_layer,tanh,0.0001,0.1,64,1e-05,64,64,0.7790651917457581,0.5941829681396484,32.0,16.0
four_layer,tanh,0.0001,0.1,64,0.001,128,32,0.7790706753730774,0.5941773056983948,32.0,16.0
four_layer,relu,0.001,0.1,32,0.001,64,64,0.7791734933853149,0.5940701961517334,16.0,16.0
three_layer,relu,0.0005,0.3,64,0.001,128,32,0.7792131304740906,0.5940288305282593,32.0,
four_layer,tanh,0.0005,0.1,32,0.001,128,32,0.7793070077896118,0.5939310193061829,32.0,16.0
three_layer,tanh,0.001,0.3,64,1e-05,128,32,0.7793205380439758,0.5939169526100159,16.0,
four_layer,tanh,0.0005,0.1,32,0.001,64,64,0.7794128060340881,0.5938207507133484,16.0,16.0
three_layer,tanh,0.001,0.3,32,0.001,64,32,0.7794397473335266,0.5937926769256592,16.0,
three_layer,tanh,0.0001,0.3,32,0.001,64,32,0.7794758677482605,0.5937550067901611,32.0,
three_layer,tanh,0.0005,0.1,32,0.0001,64,32,0.7794798612594604,0.5937508344650269,32.0,
three_layer,tanh,0.0001,0.1,32,0.0001,128,64,0.7794958353042603,0.5937342643737793,16.0,
four_layer,tanh,0.001,0.1,64,0.0001,128,64,0.7795019149780273,0.5937279462814331,32.0,16.0
three_layer,relu,0.0001,0.1,32,0.0001,128,64,0.779678225517273,0.5935441255569458,16.0,
two_layer,tanh,0.0005,0.3,64,0.001,64,32,0.7797369956970215,0.5934828519821167,,
four_layer,relu,0.001,0.3,32,0.0001,64,64,0.7797611951828003,0.5934575796127319,16.0,16.0
three_layer,relu,0.0005,0.3,32,0.0001,64,64,0.7797867059707642,0.5934309959411621,32.0,
three_layer,tanh,0.001,0.3,32,0.0001,64,64,0.7798298001289368,0.5933860540390015,32.0,
three_layer,relu,0.001,0.3,64,0.001,128,32,0.7798855304718018,0.5933279991149902,16.0,
three_layer,tanh,0.001,0.3,64,0.001,64,32,0.7799041271209717,0.5933085680007935,32.0,
four_layer,tanh,0.0005,0.1,32,0.0001,64,64,0.7799229025840759,0.5932888984680176,32.0,16.0
four_layer,relu,0.0005,0.1,64,0.001,128,64,0.7800353765487671,0.5931716561317444,16.0,16.0
four_layer,relu,0.001,0.3,32,1e-05,64,64,0.7800664901733398,0.5931391716003418,16.0,16.0
four_layer,relu,0.0005,0.3,64,1e-05,128,64,0.7802322506904602,0.5929661989212036,32.0,16.0
four_layer,relu,0.0005,0.1,64,1e-05,64,64,0.7802498936653137,0.5929478406906128,16.0,16.0
four_layer,tanh,0.0001,0.1,64,0.001,128,64,0.7802647948265076,0.5929323434829712,16.0,16.0
three_layer,tanh,0.001,0.1,64,0.0001,64,32,0.7804533243179321,0.5927355885505676,32.0,
three_layer,tanh,0.0005,0.3,32,0.001,64,64,0.7804664969444275,0.5927218198776245,16.0,
four_layer,tanh,0.001,0.3,64,0.0001,128,32,0.7804807424545288,0.5927069187164307,32.0,16.0
four_layer,tanh,0.001,0.1,32,0.001,64,64,0.7805095314979553,0.5926768779754639,32.0,16.0
four_layer,tanh,0.0001,0.1,64,0.001,64,32,0.7805555462837219,0.5926288366317749,32.0,16.0
two_layer,tanh,0.0001,0.1,32,0.0001,128,32,0.780735433101654,0.5924410820007324,,
three_layer,tanh,0.001,0.1,64,0.0001,128,64,0.7808067798614502,0.5923665761947632,16.0,
three_layer,tanh,0.0005,0.3,32,1e-05,128,32,0.7808628082275391,0.5923081040382385,16.0,
four_layer,relu,0.0005,0.1,64,0.001,64,32,0.7808998823165894,0.5922694206237793,32.0,16.0
three_layer,tanh,0.0005,0.3,32,1e-05,128,32,0.7810367345809937,0.5921264290809631,32.0,
three_layer,relu,0.001,0.1,64,0.001,64,64,0.7812424302101135,0.5919115543365479,16.0,
four_layer,tanh,0.0001,0.1,32,0.001,128,32,0.7812577486038208,0.591895580291748,16.0,16.0
two_layer,tanh,0.0005,0.1,32,0.001,128,32,0.7812609672546387,0.5918921828269958,,
four_layer,relu,0.0005,0.3,64,1e-05,128,32,0.7813517451286316,0.5917973518371582,32.0,16.0
two_layer,tanh,0.0005,0.1,64,0.0001,64,32,0.7813767194747925,0.5917712450027466,,
three_layer,tanh,0.001,0.1,64,0.0001,128,64,0.7815464735031128,0.591593861579895,32.0,
three_layer,tanh,0.001,0.3,32,0.001,128,32,0.781582772731781,0.5915559530258179,16.0,
three_layer,tanh,0.0005,0.3,64,1e-05,128,64,0.7815830111503601,0.591555655002594,32.0,
four_layer,tanh,0.0005,0.1,64,0.0001,128,32,0.7816054821014404,0.5915321707725525,32.0,16.0
three_layer,tanh,0.001,0.3,64,0.0001,64,64,0.7816120982170105,0.5915253162384033,32.0,
three_layer,relu,0.001,0.3,64,0.0001,128,32,0.7816537022590637,0.5914818048477173,16.0,
three_layer,tanh,0.0005,0.1,32,0.0001,64,64,0.7817280888557434,0.5914040803909302,16.0,
four_layer,tanh,0.0001,0.3,32,0.001,64,64,0.7817332744598389,0.5913986563682556,16.0,16.0
three_layer,relu,0.0001,0.1,64,1e-05,64,64,0.7817602753639221,0.5913704037666321,16.0,
two_layer,tanh,0.0001,0.3,64,0.001,128,64,0.7818337082862854,0.5912935733795166,,
two_layer,relu,0.0001,0.3,64,1e-05,128,32,0.7818727493286133,0.5912528038024902,,
three_layer,relu,0.0005,0.3,32,1e-05,128,32,0.7819551229476929,0.591166615486145,32.0,
three_layer,relu,0.001,0.1,64,0.0001,128,32,0.7819623947143555,0.5911591053009033,16.0,
four_layer,relu,0.0005,0.3,64,0.0001,128,64,0.7820048928260803,0.5911146402359009,32.0,16.0
two_layer,tanh,0.0005,0.3,32,0.001,128,64,0.7820300459861755,0.5910882949829102,,
three_layer,tanh,0.0005,0.1,64,0.0001,64,32,0.7822096943855286,0.5909004211425781,32.0,
three_layer,tanh,0.0005,0.1,32,0.0001,128,64,0.7824295163154602,0.5906704664230347,32.0,
four_layer,relu,0.0001,0.1,32,1e-05,128,64,0.7824557423591614,0.590643048286438,16.0,16.0
four_layer,tanh,0.0001,0.3,64,0.001,64,64,0.782517671585083,0.5905781984329224,16.0,16.0
three_layer,tanh,0.0005,0.1,32,0.0001,128,32,0.7825624346733093,0.5905314087867737,16.0,
three_layer,tanh,0.001,0.1,64,0.0001,128,32,0.7825698852539062,0.5905236005783081,16.0,
four_layer,tanh,0.0005,0.1,32,1e-05,128,64,0.7826271057128906,0.5904636979103088,32.0,16.0
three_layer,tanh,0.001,0.3,64,1e-05,128,64,0.7826364040374756,0.5904539823532104,32.0,
three_layer,relu,0.0001,0.3,32,0.0001,64,32,0.7826434373855591,0.5904465913772583,32.0,
two_layer,tanh,0.0005,0.1,32,0.001,64,32,0.7827999591827393,0.5902827978134155,,
two_layer,tanh,0.0001,0.1,32,0.0001,64,64,0.7828717231750488,0.5902076959609985,,
